,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
2335,Beograd Opština Novi Beograd Blok 64 Gandijeva ,72,3.0,II,4,132000,1833,Standard,01.02.2021.,Agencija
2336,Beograd Opština Zemun Meandri Rade Končara ,58,2.0,I,3,112000,1931,Standard,14.02.2021.,Agencija
2337,Beograd Opština Palilula Botanička bašta Vojvode Dobrnjca ,91,4.5,,,260000,2857,Standard,14.02.2021.,Agencija
2338,Beograd Opština Rakovica Vidikovačka padina Marička ,47,2.0,,,58500,1245,Standard,14.02.2021.,Agencija
2339,Beograd Opština Zvezdara Mirijevo Vitezova Karađorđeve Zvezde ,42,1.5,PR,3,51000,1214,Standard,14.02.2021.,Agencija
2340,Beograd Opština Palilula Karaburma Dragoslava Srejovića ,89,3.0,II,2,79000,888,Standard,14.02.2021.,Agencija
2341,Beograd Opština Palilula Krnjača Partizanski blok ulica 2 ,58,3.0,III,3,45000,776,Standard,14.02.2021.,Agencija
2342,Beograd Opština Rakovica Petlovo brdo Rasinska ,116,5,III,4,85000,733,Standard,14.02.2021.,Agencija
2343,Beograd Opština Stari grad Kralja Petra Zmaja od Noćaja ,75,4.0,,,150000,2000,Standard,14.02.2021.,Agencija
2344,Beograd Opština Stari grad Kalemegdan Gospodar Jevremova ,116,4.5,VPR,3,299999,2586,Standard,14.02.2021.,Agencija
2345,Beograd Opština Zvezdara Mirijevo Meše Selimovića ,148,5,II,2,130000,878,Standard,14.02.2021.,Agencija
2346,Beograd Opština Čukarica Banovo brdo Nikolaja Gogolja ,78,4.0,VI,6,120000,1538,Standard,14.02.2021.,Agencija
2347,Beograd Opština Čukarica Cerak Bitoljska ,90,4.0,IV,5,85000,944,Standard,14.02.2021.,Agencija
2348,Beograd Opština Palilula Hadžipopovac Albanske spomenice ,72,2.5,II,2,120000,1667,Standard,14.02.2021.,Agencija
2349,Beograd Opština Palilula Botanička bašta Bulevar despota Stefana ,85,3.5,II,6,175000,2059,Standard,14.02.2021.,Agencija
2350,Beograd Opština Savski venac Humska Mokranjčeva ,131,3.0,IV,4,317334,2422,Standard,14.02.2021.,Agencija
2351,Beograd Opština Savski venac Humska Mokranjčeva ,79,2.0,IV,4,189582,2400,Standard,14.02.2021.,Agencija
2352,Beograd Opština Savski venac Humska Mokranjčeva ,90,2.0,IV,4,217703,2419,Standard,14.02.2021.,Agencija
2353,Beograd Opština Palilula Višnjička Banja Mirka Milojkovića ,69,3.0,II,4,99500,1442,Standard,14.02.2021.,Agencija
2354,Beograd Opština Savski venac Savski trg - Pristanište Sarajevska ,103,3.5,II,4,205000,1990,Standard,14.02.2021.,Agencija
2355,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,24,1.0,PSUT,6,24500,1021,Standard,14.02.2021.,Agencija
2356,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,31,2.0,PSUT,6,28000,903,Standard,14.02.2021.,Agencija
2357,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,78,3.0,PSUT,4,66300,850,Standard,14.02.2021.,Agencija
2358,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,49,2.0,PSUT,4,42000,857,Standard,14.02.2021.,Agencija
2359,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,39,2.0,I,4,41000,1051,Standard,14.02.2021.,Agencija
2360,Beograd Opština Rakovica Vidikovac Vidikovački venac ,60,2.5,VIII,13,93000,1550,Standard,14.02.2021.,Agencija
2361,Beograd Opština Voždovac Kumodraž Decembarska ,41,1.5,VPR,4,51000,1244,Standard,14.02.2021.,Agencija
2362,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,48,2.0,,,43500,906,Standard,14.02.2021.,Agencija
2363,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,24,1.0,PSUT,6,24500,1021,Standard,14.02.2021.,Agencija
2364,Beograd Opština Zvezdara Konjarnik Ustanička ,66,2.0,VPR,6,89900,1362,Standard,14.02.2021.,Agencija
2365,Beograd Opština Grocka Kaluđerica Bulevar revolucije ,25,1.0,PSUT,6,24500,980,Standard,14.02.2021.,Agencija
2366,Beograd Opština Vračar Kalenić pijaca  ,12339,4.0,IV,5,350170,2838,Standard,14.02.2021.,Agencija
2367,Beograd Opština Stari grad Takovska Takovska ,69,2.0,IV,6,129000,1870,Standard,14.02.2021.,Agencija
2368,Beograd Opština Čukarica Golf Kraljice Katarine ,44,1.5,PR,2,65000,1477,Standard,14.02.2021.,Agencija
2369,Beograd Opština Zemun Marija Bursać Vinarska ,76,3.0,I,2,55000,724,Standard,14.02.2021.,Agencija
2370,Beograd Opština Savski venac Centar Sarajevska ,40,1.5,III,3,79000,1975,Standard,14.02.2021.,Agencija
2371,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,44,1.5,,,84900,1930,Standard,14.02.2021.,Agencija
2372,Beograd Opština Stari grad Trg Nikole Pašića Dečanska ,48,2.0,IV,5,98000,2042,Standard,14.02.2021.,Agencija
2373,Beograd Opština Stari grad Centar Marsala Birjuzova ,75,2.5,,,200000,2667,Standard,14.02.2021.,Agencija
2374,Beograd Opština Zvezdara Gradska bolnica Dimitrija Tucovića ,50,1.5,V,8,91000,1820,Standard,14.02.2021.,Agencija
2375,Beograd Opština Zvezdara Dimitrija Tucovića LJubljanska ,79,3.0,III,4,165000,2089,Standard,14.02.2021.,Agencija
2376,Beograd Opština Zemun Centar Glavna ,77,5.0,,,155000,2013,Standard,14.02.2021.,Agencija
2377,Beograd Opština Savski venac Humska Mokranjčeva ,132,4.0,II,4,318980,2417,Standard,14.02.2021.,Agencija
2378,Beograd Opština Zvezdara Mirijevo Aleksandra Belića ,94,4.0,IV,5,122000,1298,Standard,14.02.2021.,Agencija
2379,Beograd Opština Stari grad Dorćol Žorža Klemansoa ,83,3.0,III,4,160000,1928,Standard,14.02.2021.,Agencija
2380,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,58,2.0,II,14,115000,1983,Standard,14.02.2021.,Agencija
2381,Beograd Opština Palilula Višnjička Banja Stojana Stoleta Aranđelovića ,86,3.5,III,3,80000,930,Standard,14.02.2021.,Agencija
2382,Beograd Opština Palilula Tašmajdan Stanoja Glavaša ,62,2.5,II,2,150000,2419,Standard,14.02.2021.,Agencija
2383,Beograd Opština Vračar Neimar Južni bulevar ,190,4.0,IX,9,1500000,7895,Standard,14.02.2021.,Agencija
2384,Beograd Opština Stari grad Zeleni venac Brankova ,208,5,V,7,540600,2599,Standard,14.02.2021.,Agencija
2385,Beograd Opština Savski venac Sajam Bulevar vojvode Mišića ,76,2.5,VI,8,119000,1566,Standard,14.02.2021.,Agencija
2386,Beograd Opština Čukarica Banovo brdo Osiječka ,208,5,II,3,297000,1428,Standard,14.02.2021.,Agencija
2387,Beograd Opština Stari grad Kalemegdan Visokog Stevana ,80,3.0,III,5,190000,2375,Standard,14.02.2021.,Agencija
2388,Beograd Opština Novi Beograd Fontana Pariske komune ,36,1.5,V,8,86700,2408,Standard,14.02.2021.,Agencija
2389,Beograd Opština Rakovica Miljakovac Borska ,50,2.0,I,3,60000,1200,Standard,14.02.2021.,Agencija
2390,Beograd Opština Vračar Kalenić pijaca  ,8234,3.0,II,5,230552,2800,Standard,14.02.2021.,Agencija
2391,Beograd Opština Savski venac Beograđanka Resavska ,148,5,,,310000,2095,Standard,14.02.2021.,Agencija
2392,Beograd Opština Novi Beograd Blok 33 Narodnih heroja ,70,3.0,XX,30,99900,1427,Standard,14.02.2021.,Agencija
2393,Beograd Opština Novi Beograd Dr Ivana Ribara Dr Ivana Ribara ,51,3.0,IV,4,122400,2400,Standard,14.02.2021.,Agencija
2394,Beograd Opština Zvezdara Vukov Spomenik Jovana Ćirilova ,42,1.5,III,5,108000,2571,Standard,14.02.2021.,Agencija
2395,Beograd Opština Savski venac Ekonomski fakultet Crnogorska ,176,2.0,,,185000,1051,Standard,14.02.2021.,Agencija
2396,Beograd Opština Zvezdara Denkova bašta Vojislava Ilića ,95,3.5,I,6,165000,1737,Standard,14.02.2021.,Agencija
2397,Beograd Opština Voždovac FON - Bilećka Kapetana Zavišića ,62,2.0,PR,4,98000,1581,Standard,14.02.2021.,Agencija
2398,Beograd Opština Stari grad Centar Jevrejska ,110,4.5,VPR,2,239000,2173,Standard,14.02.2021.,Agencija
2399,Beograd Opština Voždovac Medaković 3 Borivoja Stevanovića ,77,2.5,I,8,88000,1143,Standard,14.02.2021.,Agencija
2400,Beograd Opština Rakovica Skojevsko naselje Godominska ,23,0.5,I,4,23000,1000,Standard,14.02.2021.,Agencija
2401,Beograd Opština Stari grad Knez Mihailova Topličin venac ,107,5,IX,9,425000,3972,Standard,14.02.2021.,Agencija
2402,Beograd Opština Stari grad Centar .  ,189,5,I,2,450000,2381,Standard,14.02.2021.,Agencija
2403,Beograd Opština Vračar Crveni krst Sazonova ,51,2.0,VPR,5,118000,2314,Standard,14.02.2021.,Agencija
2404,Beograd Opština Vračar Kalenić pijaca Maksima Gorkog ,60,2.0,II,5,130000,2167,Standard,14.02.2021.,Agencija
2405,Beograd Opština Stari grad Dorćol Cara Dušana ,47,2.0,I,6,117500,2500,Standard,14.02.2021.,Vlasnik
2406,Beograd Opština Vračar Kalenić pijaca Cara Nikolaja II ,105,4.0,V,7,305000,2905,Standard,14.02.2021.,Agencija
2407,Beograd Opština Vračar Južni bulevar Južni Bulevar ,46,2.0,IV,4,78000,1696,Standard,14.02.2021.,Agencija
2408,Beograd Opština Zvezdara Zvezdarska šuma Nikole Doksata ,31,1.5,II,4,43000,1387,Standard,14.02.2021.,Agencija
2409,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Bulevar Zorana Đinđića ,60,2.0,IV,5,115000,1917,Standard,14.02.2021.,Agencija
2410,Beograd Opština Novi Beograd Bežanijska kosa 3 Srđana Aleksića ,66,2.0,III,5,90000,1364,Standard,14.02.2021.,Agencija
2411,Beograd Opština Voždovac Kumodraž Kumodraška ,93,4.0,IV,4,109000,1172,Standard,14.02.2021.,Agencija
2412,Beograd Opština Novi Beograd Hotel Jugoslavija Palmira Toljatija ,68,2.5,V,7,121400,1785,Standard,14.02.2021.,Agencija
2413,Beograd Opština Voždovac Banjica Bulevar oslobođenja ,80,3.0,I,10,105000,1312,Standard,14.02.2021.,Agencija
2414,Beograd Opština Palilula Botanička bašta Bulevar despota Stefana ,56,1.5,VII,12,104900,1873,Standard,14.02.2021.,Agencija
2415,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,58,2.0,II,14,115000,1983,Standard,14.02.2021.,Agencija
2416,Beograd Opština Stari grad Dom omladine Kosovska ,104,3.5,II,5,275000,2644,Standard,20.01.2021.,Agencija
2417,Beograd Opština Palilula Borča Greda Hopovska ,45,1.5,III,3,45900,1020,Standard,14.02.2021.,Agencija
2418,Beograd Opština Savski venac Beograd na vodi ,5462,2.0,XVIII,24,167888,3074,Standard,14.02.2021.,Agencija
2419,Beograd Opština Voždovac Lekino brdo ,7269,3.0,I,4,134476,1850,Standard,14.02.2021.,Agencija
2420,Beograd Opština Stari grad Centar ,60,2.0,V,6,120000,2000,Standard,14.02.2021.,Agencija
2421,Beograd Opština Savski venac Beograd na vodi ,5492,2.0,,,186888,3403,Standard,14.02.2021.,Agencija
2422,Beograd Opština Voždovac Lekino brdo ,4990,2.0,II,4,92315,1850,Standard,14.02.2021.,Agencija
2423,Beograd Opština Voždovac Lekino brdo ,7569,3.0,II,4,140026,1850,Standard,14.02.2021.,Agencija
2424,Beograd Opština Savski venac Beograd na vodi ,5462,2.0,XX,24,169888,3110,Standard,14.02.2021.,Agencija
2425,Beograd Opština Voždovac FON - Bilećka Bilećka ,101,4.0,IV,4,212100,2100,Standard,14.02.2021.,Agencija
2426,Beograd Opština Rakovica Petlovo brdo Miladina Petrovića ,108,3.0,PR,1,95000,880,Standard,14.02.2021.,Vlasnik
2427,Beograd Opština Stari grad Dorćol Visokog Stevana ,16,0.5,XI,13,69900,4369,Standard,14.02.2021.,Agencija
2428,Beograd Opština Novi Beograd Ledine Vladimira Pogačića ,132,5,PR,3,90000,682,Standard,14.02.2021.,Agencija
2429,Beograd Opština Savski venac Beograd na vodi Verde ,55,2.0,XX,23,185888,3380,Standard,14.02.2021.,Agencija
2430,Beograd Opština Čukarica Sremčica Dvoržakova ,65,2.0,,,49990,769,Standard,14.02.2021.,Agencija
2431,Beograd Opština Novi Beograd Blok 38 Narodnih heroja ,67,2.5,III,4,129900,1939,Standard,14.02.2021.,Agencija
2432,Beograd Opština Novi Beograd Blok 67a (A blok) Uroša Martinovića ,51,1.5,I,6,159900,3135,Standard,14.02.2021.,Agencija
2433,Beograd Opština Palilula Padinska skela Dejana Smiljkovića ,51,2.0,VPR,2,33000,647,Standard,14.02.2021.,Agencija
2434,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,13699,4.0,VI,21,640888,4678,Standard,14.02.2021.,Agencija
2435,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,60,2.0,II,14,115000,1917,Standard,14.02.2021.,Agencija
2436,Beograd Opština Palilula Centar Draže Pavlovića ,64,2.5,III,4,128000,2000,Standard,14.02.2021.,Agencija
2437,Beograd Opština Savski venac Dedinje Đorđa Radojlovića ,160,4.0,II,2,339000,2119,Standard,14.02.2021.,Agencija
2438,Beograd Opština Vračar Kalenić pijaca Baba Višnjina ,46,2.0,I,1,1500,33,Standard,14.02.2021.,Agencija
2439,Beograd Opština Stari grad Dorćol Mike Alasa ,46,2.0,PR,8,80500,1750,Standard,29.01.2021.,Agencija
2440,Beograd Opština Stari grad Centar Gospodar Jevremova ,116,5.0,VPR,2,299999,2586,Standard,14.02.2021.,Agencija
2441,Beograd Opština Voždovac Trošarina Pazinska ,81,3.5,III,3,148000,1827,Standard,14.02.2021.,Agencija
2442,Beograd Opština Novi Beograd Hotel Jugoslavija Klare Cetkin ,61,3.0,PR,5,155000,2541,Standard,14.02.2021.,Agencija
2443,Beograd Opština Voždovac Vojvode Stepe Vojvode Stepe ,56,2.0,VI,8,90000,1607,Standard,14.02.2021.,Agencija
2444,Beograd Opština Savski venac Beograd na vodi Terra ,91,3.0,VII,19,270888,2977,Standard,14.02.2021.,Agencija
2445,Beograd Opština Savski venac Beograd na vodi ,7344,2.0,,,597888,8141,Standard,14.02.2021.,Agencija
2446,Beograd Opština Novi Beograd Bežanijska kosa 3 Vespućijeva ,66,2.0,,,95000,1439,Standard,14.02.2021.,Agencija
2447,Beograd Opština Čukarica Golf Izvorska ,161,4.5,I,1,235000,1460,Standard,14.02.2021.,Agencija
2448,Beograd Opština Zemun Centar Gundulićeva ,91,2.0,II,3,115900,1274,Standard,14.02.2021.,Agencija
2449,Beograd Opština Voždovac Voždovačka crkva Vojvode Stepe ,90,3.5,IV,4,120000,1333,Standard,14.02.2021.,Agencija
2450,Beograd Opština Rakovica Petlovo brdo Tuzlanska ,52,1.5,III,3,59500,1144,Standard,14.02.2021.,Agencija
2451,Beograd Opština Čukarica Cerak Jablanička ,100,3.5,III,4,115000,1150,Standard,14.02.2021.,Agencija
2452,Beograd Opština Čukarica Cerak vinogradi VINOGRADSKI VENAC ,75,2.5,II,3,96000,1280,Standard,14.02.2021.,Agencija
2453,Beograd Opština Stari grad Trg Nikole Pašića Dragoslava Jovanovića ,80,4.0,PR,5,270000,3375,Standard,26.01.2021.,Agencija
2454,Beograd Opština Savski venac Beograd na vodi Terra ,90,3.0,I,19,261888,2910,Standard,14.02.2021.,Agencija
2455,Beograd Opština Savski venac Beograd na vodi Metropolitan ,54,2.0,IV,17,154888,2868,Standard,14.02.2021.,Agencija
2456,Beograd Opština Voždovac FON - Bilećka Bilećka ,60,3.0,I,5,132000,2200,Standard,14.02.2021.,Agencija
2457,Beograd Opština Voždovac FON - Bilećka Jove Ilića ,118,4.0,VPR,3,350000,2966,Standard,14.02.2021.,Agencija
2458,Beograd Opština Stari grad Dorćol Cara Dušana ,51,2.0,II,7,115000,2255,Standard,14.02.2021.,Agencija
2459,Beograd Opština Novi Beograd YUBC Bulevar Mihaila Pupina 10 ,64,2.0,V,6,145000,2266,Standard,14.02.2021.,Agencija
2460,Beograd Opština Zemun Batajnica Šangajska prvi deo ,200,5,PR,1,75000,375,Standard,14.02.2021.,Agencija
2461,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,96,3.5,IX,10,146000,1521,Standard,14.02.2021.,Agencija
2462,Beograd Opština Vračar Kalenić pijaca Grocanska ,38,1.5,PR,7,74100,1950,Standard,14.02.2021.,Agencija
2463,Beograd Opština Zvezdara Lion Bulevar Kralja Aleksandra ,60,2.0,II,7,113000,1883,Standard,14.02.2021.,Agencija
2464,Beograd Opština Voždovac Naselje Stepa Stepanović Milisava Djurovica ,64,3.0,III,9,115200,1800,Standard,14.02.2021.,Agencija
2465,Beograd Opština Vračar Kalenić pijaca Grocanska ,86,4.0,II,7,162540,1890,Standard,14.02.2021.,Agencija
2466,Beograd Opština Rakovica Resnik Jelezovacka ,43,1.5,VPR,4,39500,919,Standard,14.02.2021.,Agencija
2467,Beograd Opština Voždovac Banjica Plitvicka ,60,3.0,VPR,2,84000,1400,Standard,14.02.2021.,Agencija
2468,Beograd Opština Čukarica Bele vode Dušana Kvedera ,98,4.5,II,2,100000,1020,Standard,14.02.2021.,Agencija
2469,Beograd Opština Zvezdara Mirijevo Murmanska ,42,1.5,III,3,53000,1262,Standard,14.02.2021.,Agencija
2470,Beograd Opština Čukarica Cerak Šavnička ,51,2.0,VPR,4,65000,1275,Standard,14.02.2021.,Agencija
2471,Beograd Opština Palilula Karaburma Vlašićka ,56,2.0,V,5,48000,857,Standard,14.02.2021.,Agencija
2472,Beograd Opština Vračar Čubura Vardarska ,50,2.0,,,123600,2472,Standard,14.02.2021.,Agencija
2473,Beograd Opština Palilula Centar 27. MARTA ,77,3.0,I,16,165000,2143,Standard,14.02.2021.,Agencija
2474,Beograd Opština Savski venac Dedinje Teodora Drajzera ,115,3.0,I,3,322000,2800,Standard,14.02.2021.,Agencija
2475,Beograd Opština Zemun Centar PREGREVICA ,43,2.0,PR,1,45000,1047,Standard,14.02.2021.,Agencija
2476,Beograd Opština Zemun Marija Bursać Lazara Savatića ,20,2.0,I,4,90000,4500,Standard,14.02.2021.,Agencija
2477,Beograd Opština Zvezdara Đeram pijaca Đevđelijska ,74,3.0,II,5,171143,2313,Standard,14.02.2021.,Agencija
2478,Beograd Opština Stari grad Centar Palmotićeva ,93,3.5,II,4,269000,2892,Standard,14.02.2021.,Agencija
2479,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,56,2.0,XI,23,210000,3750,Standard,14.02.2021.,Agencija
2480,Beograd Opština Vračar Maksima Gorkog Novopazarska ,78,3.0,,,234000,3000,Standard,14.02.2021.,Agencija
2481,Beograd Opština Vračar Slavija Prote Mateje ,51,2.0,IV,5,110000,2157,Standard,14.02.2021.,Agencija
2482,Beograd Opština Novi Beograd Ledine OPLENAČKA 8-10-12-14 ,6410,3.0,III,3,83250,1299,Standard,14.02.2021.,Investitor
2483,Beograd Opština Novi Beograd Ledine Oplenacka  8-10-12-14 ,4566,1.5,III,3,59300,1299,Standard,14.02.2021.,Investitor
2484,Beograd Opština Novi Beograd Ledine OPLENAČKA    8-10-12-14 ,6705,2.5,II,2,87100,1299,Standard,14.02.2021.,Investitor
2485,Beograd Opština Stari grad Centar Vlajkovićeva ,114,4.0,IV,5,299000,2623,Standard,14.02.2021.,Agencija
2486,Beograd Opština Palilula Hadžipopovac Nikodima Milaša ,122,4.0,II,3,179900,1475,Standard,14.02.2021.,Agencija
2487,Beograd Opština Novi Beograd Ledine NIKOLAJA BERĐAJEVA ,69,2.5,PR,2,74000,1072,Standard,14.02.2021.,Agencija
2488,Beograd Opština Voždovac Lekino brdo TODORA DUKINA ,90,3.0,IV,4,170000,1889,Standard,14.02.2021.,Agencija
2489,Beograd Opština Zvezdara Konjarnik ZIDARSKA ,51,2.0,VPR,4,79500,1559,Standard,14.02.2021.,Agencija
2490,Beograd Opština Zemun Meandri Sremskih boraca ,88,3.0,VI,6,80000,909,Standard,14.02.2021.,Agencija
2491,Beograd Opština Čukarica Banovo brdo Lazara Kujundžića ,127,4.0,IV,4,250000,1969,Standard,14.02.2021.,Agencija
2492,Beograd Opština Vračar SC Vračar Cara Nikolaja II ,112,4.0,IV,5,375000,3348,Standard,14.02.2021.,Agencija
2493,Beograd Opština Novi Beograd Tošin bunar Tošin bunar ,5640,2.0,IV,7,120695,2140,Standard,14.02.2021.,Agencija
2494,Beograd Opština Novi Beograd Tošin bunar Tošin bunar ,97,3.0,IV,7,208550,2150,Standard,14.02.2021.,Agencija
2495,Beograd Opština Stari grad Trg Republike Kolarčeva ,29,0.5,X,10,108000,3724,Standard,14.02.2021.,Agencija
2496,Beograd Opština Zvezdara Mirijevo Aleksandra Belića ,67,2.0,IV,5,65000,970,Standard,14.02.2021.,Agencija
2497,Beograd Opština Zvezdara Mirijevo Šejkina ,75,3.0,II,4,73000,973,Standard,14.02.2021.,Agencija
2498,Beograd Opština Savski venac Stadion Crvene zvezde Jezdićeva ,70,3.0,PR,1,179000,2557,Standard,14.02.2021.,Agencija
2499,Beograd Opština Voždovac Autokomanda Admirala Vukovića ,133,4.0,I,4,262000,1970,Standard,14.02.2021.,Agencija
2500,Beograd Opština Voždovac Autokomanda Admirala Vukovića ,52,2.0,II,3,104000,2000,Standard,14.02.2021.,Agencija
2501,Beograd Opština Vračar SC Vračar Cara Nikolaja II ,102,4.0,I,5,330000,3235,Standard,14.02.2021.,Agencija
2502,Beograd Opština Zvezdara Konjarnik Ustanička ,57,2.5,VPR,5,95000,1667,Standard,14.02.2021.,Agencija
2503,Beograd Opština Čukarica Golf Izvorska ,82,3.0,V,5,139900,1706,Standard,14.02.2021.,Agencija
2504,Beograd Opština Voždovac Voždovačka crkva Vojvode Stepe ,78,3.0,III,5,130000,1667,Standard,14.02.2021.,Agencija
2505,Beograd Opština Novi Beograd Tošin bunar Tošin bunar ,59,2.0,II,7,118820,2014,Standard,14.02.2021.,Agencija
2506,Beograd Opština Stari grad Skupština Vlajkovićeva ,190,5,II,5,800000,4211,Standard,14.02.2021.,Agencija
2507,Beograd Opština Savski venac Beograd na vodi Simfonija ,14315,4.0,XII,15,463888,3241,Standard,14.02.2021.,Agencija
2508,Beograd Opština Vračar Crveni krst Cerska ,79,4.0,I,4,185000,2342,Standard,14.02.2021.,Agencija
2509,Beograd Opština Čukarica Cerak Sandžačka ,212,4.0,III,4,157000,741,Standard,14.02.2021.,Agencija
2510,Beograd Opština Zvezdara Đeram pijaca Preševska ,78,4.0,I,4,140000,1795,Standard,14.02.2021.,Agencija
2511,Beograd Opština Zvezdara Lion Vojislava Ilića ,87,4.0,IV,8,300000,3448,Standard,14.02.2021.,Agencija
2512,Beograd Opština Rakovica Miljakovac Miljakovačke staze ,48,2.0,I,3,53000,1104,Standard,14.02.2021.,Agencija
2513,Beograd Opština Vračar Neimar Južni bulevar ,103,4.0,I,8,226600,2200,Standard,14.02.2021.,Agencija
2514,Beograd Opština Novi Beograd Blok 22 Bulevar Zorana Đinđića ,48,1.5,V,6,116000,2417,Standard,14.02.2021.,Agencija
2515,Beograd Opština Novi Beograd Fontana Pariske komune ,36,1.5,V,8,86900,2414,Standard,14.02.2021.,Agencija
2516,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,42,1.5,IV,9,82000,1952,Standard,14.02.2021.,Agencija
