,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
2119,Beograd Opština Vračar Crveni krst ,96,5,PR,7,1790,19,Standard,15.02.2021.,Agencija
2120,Beograd Opština Palilula Višnjička Banja Stojana Stoleta Aranđelovića ,119,4.0,II,3,109911,924,Standard,15.02.2021.,Agencija
2121,Beograd Opština Savski venac Centar Resavska ,125,4.0,IV,5,449000,3592,Standard,15.02.2021.,Agencija
2122,Beograd Opština Vračar Slavija Svetozara Markovića ,69,3.0,I,7,200000,2899,Standard,15.02.2021.,Agencija
2123,Beograd Opština Zvezdara Mirijevo Milića od Mačve ,33,0.5,I,5,41250,1250,Standard,15.02.2021.,Agencija
2124,Beograd Opština Vračar Čubura Vardarska ,70,3.0,,,173400,2477,Standard,15.02.2021.,Agencija
2125,Beograd Opština Savski venac Dedinje Mihaila Avramovića ,89,3.0,II,2,215000,2416,Standard,15.02.2021.,Agencija
2126,Beograd Opština Palilula Karaburma Pera Cetkovica prolaz 8b ,2250,1.0,PR,2,30000,1333,Standard,15.02.2021.,Vlasnik
2127,Beograd Opština Palilula Botanička bašta Dr Dragoslava Popovića ,38,1.0,VPR,5,120000,3158,Standard,15.02.2021.,Agencija
2128,Beograd Opština Vračar Maksima Gorkog Novopazarska ,124,3.5,,,370200,2985,Standard,15.02.2021.,Agencija
2129,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,120,3.0,,,280000,2333,Standard,14.02.2021.,Agencija
2130,Beograd Opština Stari grad Centar Admirala Geprata ,94,3.0,IV,5,179000,1904,Standard,14.02.2021.,Agencija
2131,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,70,2.0,XI,13,99900,1427,Standard,29.01.2021.,Agencija
2132,Beograd Opština Rakovica Miljakovac Stanka Paunovića Veljka ,52,2.0,V,5,52000,1000,Standard,14.02.2021.,Vlasnik
2133,Beograd Opština Novi Beograd Blok 33 Narodnih heroja ,70,3.0,XX,30,102000,1457,Standard,14.02.2021.,Agencija
2134,Beograd Opština Zvezdara Cvetkova pijaca Odeska ,70,3.0,IV,4,120000,1714,Standard,14.02.2021.,Agencija
2135,Beograd Opština Voždovac Jove Ilića Jove Ilića ,94,3.0,III,5,230000,2447,Standard,14.02.2021.,Agencija
2136,Beograd Opština Voždovac Jove Ilića Jove Ilića ,74,3.0,PR,5,210000,2838,Standard,14.02.2021.,Agencija
2137,Beograd Opština Voždovac Jove Ilića Jove Ilića ,80,3.0,PR,5,220000,2750,Standard,14.02.2021.,Agencija
2138,Beograd Opština Savski venac Dedinje Bulevar kneza Aleksandra Karađorđevića ,89,3.5,PR,3,265000,2978,Standard,14.02.2021.,Agencija
2139,Beograd Opština Palilula Centar Šajkaška ,77,3.0,VII,9,153000,1987,Standard,14.02.2021.,Agencija
2140,Beograd Opština Zvezdara Đeram pijaca Bulevar kralja Aleksandra ,62,2.5,II,5,143000,2306,Standard,14.02.2021.,Agencija
2141,Beograd Opština Zvezdara Učiteljsko naselje Paje Jovanovica ,68,3.0,,,122400,1800,Standard,14.02.2021.,Agencija
2142,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,98,3.0,IV,8,196000,2000,Standard,14.02.2021.,Agencija
2143,Beograd Opština Vračar Južni bulevar Sime Igumanova ,104,4.0,IV,4,197800,1902,Standard,14.02.2021.,Agencija
2144,Beograd Opština Savski venac Centar Sarajevska ,40,1.0,III,3,79000,1975,Standard,14.02.2021.,Agencija
2145,Beograd Opština Novi Beograd Blok 67a (A blok) Urosa Martinovica ,56,2.0,II,6,162000,2893,Standard,14.02.2021.,Vlasnik
2146,Beograd Opština Zvezdara Slavujev venac Stanka Vraza ,92,5,IV,4,169000,1837,Standard,14.02.2021.,Agencija
2147,Beograd Opština Voždovac Trošarina Vojvode Stepe ,44,2.0,IV,4,70000,1591,Standard,14.02.2021.,Agencija
2148,Beograd Opština Voždovac Ustanička Ustanička ,40,1.5,PR,4,70000,1750,Standard,14.02.2021.,Agencija
2149,Beograd Opština Palilula Karaburma Patrisa Lumumbe ,44,1.5,III,4,59000,1341,Standard,06.02.2021.,Agencija
2150,Beograd Opština Novi Beograd Hotel Jugoslavija Hotel Jugoslavija ,67,2.5,IV,4,120000,1791,Standard,14.02.2021.,Agencija
2151,Beograd Opština Zvezdara Slavujev venac Stanka Vraza ,87,5,IV,4,159000,1828,Standard,14.02.2021.,Agencija
2152,Beograd Opština Zvezdara Mirijevo 16. Oktobra ,126,5,III,4,138000,1095,Standard,14.02.2021.,Agencija
2153,Beograd Opština Novi Beograd Blok 21 Antifašističke borbe ,68,3.0,IV,5,104900,1543,Standard,14.02.2021.,Agencija
2154,Beograd Opština Palilula Ćalije Jovanke Radaković ,71,3.0,III,3,74500,1049,Standard,14.02.2021.,Agencija
2155,Beograd Opština Vračar Južni bulevar ,41,2.0,I,6,94710,2310,Standard,14.02.2021.,Agencija
2156,Beograd Opština Rakovica Miljakovac ,42,3.0,III,3,50000,1190,Standard,26.01.2021.,Agencija
2157,Beograd Opština Zvezdara Konjarnik Olge Alkalaj ,50,2.5,XI,11,77000,1540,Standard,20.01.2021.,Agencija
2158,Beograd Opština Zemun Zemun polje ,58,2.0,VPR,1,56000,966,Standard,14.02.2021.,Vlasnik
2159,Beograd Opština Zvezdara Cvetanova ćuprija Cvetanova ćuprija ,73,4.0,IV,4,80500,1103,Standard,14.02.2021.,Agencija
2160,Beograd Opština Palilula Profesorska kolonija ,60,2.0,VII,8,109000,1817,Standard,14.02.2021.,Agencija
2161,Beograd Opština Čukarica Čukarička padina Mladena Mitrića ,84,3.0,II,7,145000,1726,Standard,14.02.2021.,Agencija
2162,Beograd Opština Palilula Karaburma Mirijevski bulevar ,26,0.5,V,5,33800,1300,Standard,14.02.2021.,Agencija
2163,Beograd Opština Palilula Karaburma Mirijevski bulevar ,36,0.5,V,5,43200,1200,Standard,14.02.2021.,Agencija
2164,Beograd Opština Palilula Karaburma Mirijevski bulevar ,26,0.5,V,5,33800,1300,Standard,14.02.2021.,Agencija
2165,Beograd Opština Palilula Karaburma Mirijevski bulevar ,36,1.5,V,5,43200,1200,Standard,14.02.2021.,Agencija
2166,Beograd Opština Novi Beograd Bežanijska kosa 1 . ,61,2.5,I,3,125500,2057,Standard,14.02.2021.,Agencija
2167,Beograd Opština Čukarica Banovo brdo Blagoja Parovića ,49,2.0,III,6,84900,1733,Standard,14.02.2021.,Agencija
2168,Beograd Opština Voždovac Šumice Sundečićeva ,31,1.0,VPR,4,76500,2468,Standard,14.02.2021.,Agencija
2169,Beograd Opština Čukarica Železnik Svete Milutinovića ,52,2.0,VPR,3,61880,1190,Standard,14.02.2021.,Investitor
2170,Beograd Opština Savski venac Beograđanka Resavska ,125,5,IV,5,449000,3592,Standard,14.02.2021.,Agencija
2171,Beograd Opština Savski venac Beograđanka Resavska ,120,5,V,5,369000,3075,Standard,14.02.2021.,Agencija
2172,Beograd Opština Savski venac Beograd na vodi Quartet ,75,3.0,II,8,210888,2812,Standard,14.02.2021.,Agencija
2173,Beograd Opština Savski venac Beograd na vodi Quartet ,72,3.0,II,8,199888,2776,Standard,14.02.2021.,Agencija
2174,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,82,3.0,XIII,23,310000,3780,Standard,14.02.2021.,Agencija
2175,Beograd Opština Savski venac Beograd na vodi Quartet ,85,3.0,I,8,229888,2705,Standard,14.02.2021.,Agencija
2176,Beograd Opština Savski venac Beograd na vodi Quartet ,84,3.0,I,8,250888,2987,Standard,14.02.2021.,Agencija
2177,Beograd Opština Zvezdara Severni bulevar Ledinačka ,113,4.0,III,3,90000,796,Standard,14.02.2021.,Agencija
2178,Beograd Opština Zvezdara Lipov lad Dojranska ,60,2.0,II,4,102500,1708,Standard,14.02.2021.,Agencija
2179,Beograd Opština Zvezdara Lion Dojranska ,60,2.0,II,4,102500,1708,Standard,14.02.2021.,Agencija
2180,Beograd Opština Zemun Centar Gundulićeva ,60,2.5,III,3,95000,1583,Standard,14.02.2021.,Agencija
2181,Beograd Opština Stari grad Kosančićev venac Kosančićev venac ,55,2.5,VPR,3,245000,4455,Standard,14.02.2021.,Agencija
2182,Beograd Opština Čukarica Banovo brdo Lješka ,48,2.0,IV,5,78900,1644,Standard,14.02.2021.,Agencija
2183,Beograd Opština Voždovac Kumodraž Bulevar Peka Dapčevića ,75,2.5,VPR,4,115000,1533,Standard,14.02.2021.,Agencija
2184,Beograd Opština Zvezdara Lion Radoja Domanovića ,63,2.0,I,8,118000,1873,Standard,14.02.2021.,Agencija
2185,Beograd Opština Zvezdara Konjarnik Luneta Milovanovića ,65,3.0,III,5,103675,1595,Standard,14.02.2021.,Agencija
2186,Beograd Opština Stari grad Dorćol  ,107,4.0,,,287600,2688,Standard,14.02.2021.,Agencija
2187,Beograd Opština Savski venac Beograd na vodi BW Verde ,31,1.0,II,23,110000,3548,Standard,14.02.2021.,Agencija
2188,Beograd Opština Zvezdara Mirijevo Mihaila Bulgakova ,79,3.0,IV,4,76000,962,Standard,14.02.2021.,Agencija
2189,Beograd Opština Palilula Borča Hopovska ,65,2.0,II,3,67000,1031,Standard,14.02.2021.,Agencija
2190,Beograd Opština Vračar Hram svetog Save Šumatovačka ,85,3.5,II,2,190000,2235,Standard,14.02.2021.,Agencija
2191,Beograd Opština Voždovac Braće Jerković Dukatska ,92,3.0,VPR,2,115000,1250,Standard,14.02.2021.,Agencija
2192,Beograd Opština Savski venac Beograd na vodi St. Regis ,162,4.0,,,1338888,8265,Standard,14.02.2021.,Agencija
2193,Beograd Opština Savski venac Beograd na vodi St. Regis ,151,4.0,,,1240888,8218,Standard,14.02.2021.,Agencija
2194,Beograd Opština Rakovica Miljakovac Miljakovačke staze ,48,2.0,II,3,55000,1146,Standard,14.02.2021.,Agencija
2195,Beograd Opština Palilula Borča Mitra Trifunovica Uce ,37,1.5,PR,1,36000,973,Standard,14.02.2021.,Agencija
2196,Beograd Opština Vračar Južni bulevar Sime Igumanova ,84,4.0,I,5,176400,2100,Standard,14.02.2021.,Agencija
2197,Beograd Opština Čukarica Banovo brdo Rajka od Rasine ,211,5,III,4,464000,2199,Standard,14.02.2021.,Agencija
2198,Beograd Opština Zvezdara Konjarnik .  ,82,3.0,III,7,127000,1549,Standard,14.02.2021.,Agencija
2199,Beograd Opština Čukarica Banovo brdo Rajka od Rasine ,174,4.0,,,302400,1738,Standard,14.02.2021.,Agencija
2200,Beograd Opština Stari grad Dorćol Jevrejska ,47,2.0,PR,4,89000,1894,Standard,14.02.2021.,Agencija
2201,Beograd Opština Zvezdara Lion Djevdjelijska ,65,3.0,VPR,2,90000,1385,Standard,14.02.2021.,Vlasnik
2202,Beograd Opština Voždovac Lekino brdo Debarska ,62,2.5,VPR,4,97000,1565,Standard,14.02.2021.,Agencija
2203,Beograd Opština Zemun Centar Dobanovačka ,46,1.5,VPR,1,44900,976,Standard,14.02.2021.,Agencija
2204,Beograd Opština Vračar Krunska Resavska ,104,3.5,IV,6,255000,2452,Standard,14.02.2021.,Agencija
2205,Beograd Opština Stari grad Skadarlija Francuska ,75,2.5,I,6,165000,2200,Standard,14.02.2021.,Agencija
2206,Beograd Opština Rakovica Petlovo brdo NICIFORA NINKOVICA ,68,3.0,I,1,68000,1000,Standard,14.02.2021.,Agencija
2207,Beograd Opština Voždovac Centar LJUBE SERCERA ,72,3.0,I,1,90000,1250,Standard,14.02.2021.,Agencija
2208,Beograd Opština Rakovica Petlovo brdo NICIFORA NINKOVICA ,76,3.0,I,1,80000,1053,Standard,14.02.2021.,Agencija
2209,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Omladinskih Brigada ,96,3.5,,,155000,1615,Standard,14.02.2021.,Agencija
2210,Beograd Opština Novi Beograd Blok 67 (Belvil) ,101,4.0,III,10,230000,2277,Standard,14.02.2021.,Agencija
2211,Beograd Opština Zvezdara Gradska bolnica Velebitska ,126,5.0,V,5,300000,2381,Standard,14.02.2021.,Agencija
2212,Beograd Opština Savski venac Sajam Bulevar Vojvode Mišića ,40,1.5,IV,6,68000,1700,Standard,14.02.2021.,Agencija
2213,Beograd Opština Zvezdara Denkova bašta Vladimira Gortana ,55,2.5,I,4,95000,1727,Standard,14.02.2021.,Agencija
2214,Beograd Opština Savski venac Savski trg - Pristanište Savski Trg ,62,2.0,V,5,120000,1935,Standard,14.02.2021.,Agencija
2215,Beograd Opština Vračar Slavija Alekse Nenadovića ,102,4.0,III,3,180000,1765,Standard,14.02.2021.,Agencija
2216,Beograd Opština Zvezdara Mirijevo Kapetana Miloša Žunjića ,125,5,VPR,3,119000,952,Standard,14.02.2021.,Agencija
2217,Beograd Opština Voždovac Naselje Stepa Stepanović 2. srpske armije ,52,2.0,IV,5,110000,2115,Standard,14.02.2021.,Agencija
2218,Beograd Opština Vračar Čubura Dubljanska ,72,2.5,PR,4,110000,1528,Standard,14.02.2021.,Agencija
2219,Beograd Opština Vračar Gradić Pejton Dubljanska ,72,2.5,PR,4,110000,1528,Standard,14.02.2021.,Agencija
2220,Beograd Opština Vračar Karađorđev park Dubljanska ,72,2.5,PR,4,110000,1528,Standard,14.02.2021.,Agencija
2221,Beograd Opština Vračar Čubura  ,92,3.0,,,2250,24,Standard,14.02.2021.,Agencija
2222,Beograd Opština Vračar Čubura  ,89,3.0,,,2250,25,Standard,14.02.2021.,Agencija
2223,Beograd Opština Savski venac Palata pravde Sarajevska-Savski venac ,40,1.0,III,3,79000,1975,Standard,14.02.2021.,Agencija
2224,Beograd Opština Zvezdara Konjarnik Luneta Milovanovica ,65,3.0,I,5,110500,1700,Standard,14.02.2021.,Agencija
2225,Beograd Opština Vračar Crveni krst Metohijska ,109,3.0,I,5,199000,1826,Standard,14.02.2021.,Agencija
2226,Beograd Opština Čukarica Golf Izvorska ,162,5,I,2,235000,1451,Standard,14.02.2021.,Agencija
2227,Beograd Opština Zemun Cara Dušana Cara Dušana  ,7654,3.0,I,4,128000,1672,Standard,14.02.2021.,Vlasnik
2228,Beograd Opština Voždovac Zaplanjska Zaplanjska ,127,5.0,III,3,175000,1378,Standard,14.02.2021.,Agencija
2229,Beograd Opština Stari grad Centar Bulevar despota Stefana ,130,5.0,I,6,297000,2285,Standard,14.02.2021.,Agencija
2230,Beograd Opština Vračar Hram svetog Save Krušedolska ,61,2.0,IV,6,174000,2852,Standard,14.02.2021.,Agencija
2231,Beograd Opština Rakovica Vidikovačka padina Mome Stanojlovića ,41,2.5,V,5,34500,841,Standard,14.02.2021.,Agencija
2232,Beograd Opština Vračar Čubura ,92,4.0,I,4,207000,2250,Standard,14.02.2021.,Agencija
2233,Beograd Opština Vračar Čubura ,95,4.0,I,4,213750,2250,Standard,14.02.2021.,Agencija
2234,Beograd Opština Vračar Čubura ,95,4.0,II,4,213750,2250,Standard,14.02.2021.,Agencija
2235,Beograd Opština Vračar Čubura ,95,4.0,III,4,213750,2250,Standard,14.02.2021.,Agencija
2236,Beograd Opština Zvezdara Vukov Spomenik Kraljice Marije ,115,3.5,PR,1,185000,1609,Standard,14.02.2021.,Agencija
2237,Beograd Opština Zvezdara Bulevar kralja Aleksandra ,6127,3.0,VPR,3,101095,1650,Standard,14.02.2021.,Agencija
2238,Beograd Opština Zvezdara Bulevar kralja Aleksandra Voje Veljković ,5444,2.5,VPR,3,89826,1650,Standard,14.02.2021.,Agencija
2239,Beograd Opština Novi Beograd Hotel Jugoslavija KLARE CETKIN ,61,2.5,PR,4,155000,2541,Standard,14.02.2021.,Agencija
2240,Beograd Opština Stari grad Kalemegdan TADEUSA KOSCUSKA ,91,4.0,V,5,210000,2308,Standard,14.02.2021.,Agencija
2241,Beograd Opština Palilula Karaburma Danteova ,43,1.5,I,4,68000,1581,Standard,14.02.2021.,Vlasnik
2242,Beograd Opština Zvezdara Lion Koste Abraševića ,55,2.0,II,6,119900,2180,Standard,14.02.2021.,Agencija
2243,Beograd Opština Stari grad Dorćol Cara Uroša ,63,3.0,II,4,175000,2778,Standard,14.02.2021.,Agencija
2244,Beograd Opština Vračar SC Vračar  ,130,4.0,IV,6,329900,2538,Standard,14.02.2021.,Agencija
2245,Beograd Opština Voždovac Braće Jerković Vojvode Vlahovića ,53,2.0,III,4,66300,1251,Standard,14.02.2021.,Agencija
2246,Beograd Opština Palilula Palilulska pijaca 27. marta ,98,3.5,I,12,179000,1827,Standard,14.02.2021.,Agencija
2247,Beograd Opština Palilula Mašinski fakultet 27. marta ,98,3.5,I,12,179000,1827,Standard,14.02.2021.,Agencija
2248,Beograd Opština Zvezdara Lipov lad Jedrenska ,26,1.0,PR,1,56000,2154,Standard,14.02.2021.,Agencija
2249,Beograd Opština Zvezdara Dimitrija Tucovića Jedrenska ,26,1.0,PR,1,56000,2154,Standard,14.02.2021.,Agencija
2250,Beograd Opština Palilula Centar 27. marta ,98,3.5,I,12,179000,1827,Standard,14.02.2021.,Agencija
2251,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Bul. Zorana Đimđića ,61,2.5,VII,7,122000,2000,Standard,14.02.2021.,Agencija
2252,Beograd Opština Palilula Višnjička Banja Slanački put ,56,2.0,SUT,4,44000,786,Standard,14.02.2021.,Agencija
2253,Beograd Opština Vračar Hram svetog Save Braničevska ,128,4.0,II,4,270000,2109,Standard,14.02.2021.,Agencija
2254,Beograd Opština Čukarica Julino brdo Poručnika Spasića i Mašere ,88,2.5,XVII,18,88000,1000,Standard,14.02.2021.,Agencija
2255,Beograd Opština Palilula Bulevar despota Stefana Bulevar despota Stefana ,54,2.0,IV,10,106000,1963,Standard,14.02.2021.,Agencija
2256,Beograd Opština Vračar Cvetni trg Kralja Milana ,90,3.0,I,4,240000,2667,Standard,14.02.2021.,Agencija
2257,Beograd Opština Vračar Hram svetog Save Bulevar Oslobođenja ,82,2.0,V,6,163000,1988,Standard,29.01.2021.,Agencija
2258,Beograd Opština Zemun Gornji grad Banatska ,83,3.0,II,2,94000,1133,Standard,14.02.2021.,Agencija
2259,Beograd Opština Zemun Centar Dobanovačka ,75,3.5,PR,2,110000,1467,Standard,14.02.2021.,Agencija
2260,Beograd Opština Novi Beograd Blok 63 Gandijeva ,66,2.5,VPR,4,90000,1364,Standard,14.02.2021.,Agencija
2261,Beograd Opština Savski venac Beograd na vodi Savski Trg ,62,2.0,V,5,120000,1935,Standard,14.02.2021.,Agencija
2262,Beograd Opština Savski venac Centar Savski Trg ,62,2.0,V,5,120000,1935,Standard,14.02.2021.,Agencija
2263,Beograd Opština Savski venac Ekonomski fakultet Savski Trg ,62,2.0,V,5,120000,1935,Standard,14.02.2021.,Agencija
2264,Beograd Opština Savski venac Centar Nemanjina-Savski venac ,133,4.5,II,3,290000,2180,Standard,14.02.2021.,Agencija
2265,Beograd Opština Savski venac Klinički centar Nemanjina-Savski venac ,133,4.5,II,3,290000,2180,Standard,14.02.2021.,Agencija
2266,Beograd Opština Savski venac Nemanjina Nemanjina-Savski venac ,133,4.5,II,3,290000,2180,Standard,14.02.2021.,Agencija
2267,Beograd Opština Voždovac Dušanovac Tetovska ,54,2.0,II,4,106800,1978,Standard,14.02.2021.,Agencija
2268,Beograd Opština Vračar Čubura Cara Nikolaja II ,71,2.5,,,120000,1690,Standard,14.02.2021.,Agencija
2269,Beograd Opština Novi Beograd Blok 63 Gandijeva ,65,2.0,VI,18,99000,1523,Standard,14.02.2021.,Agencija
2270,Beograd Opština Voždovac Dušanovac Tetovska ,53,2.0,I,4,105800,1996,Standard,14.02.2021.,Agencija
2271,Beograd Opština Zvezdara Mirijevo MIRIJEVSKI VENAC ,60,2.0,VII,8,64900,1082,Standard,14.02.2021.,Agencija
2272,Beograd Opština Palilula Borča KOSOVOPOLJSKA ,24,0.5,,,22000,917,Standard,14.02.2021.,Agencija
2273,Beograd Opština Novi Beograd Stari Merkator Otona Župančiča ,49,2.0,IV,5,114000,2327,Standard,14.02.2021.,Agencija
2274,Beograd Opština Zvezdara Vukov Spomenik Ruzveltova ,37,2.0,I,2,55000,1486,Standard,14.02.2021.,Agencija
2275,Beograd Opština Savski venac Karađorđeva Karađorđeva ,136,5,II,3,340000,2500,Standard,14.02.2021.,Agencija
2276,Beograd Opština Vračar Hram svetog Save  Katanićeva ,78,2.0,III,4,159500,2045,Standard,14.02.2021.,Agencija
2277,Beograd Opština Zvezdara Vukov Spomenik Zahumska ,33,1.5,PR,3,61000,1848,Standard,14.02.2021.,Agencija
2278,Beograd Opština Zvezdara Mirijevo Rableova ,57,2.0,III,3,74600,1309,Standard,14.02.2021.,Agencija
2279,Beograd Opština Vračar Kalenić pijaca GOLSVORDIJEVA ,50,2.0,I,4,139000,2780,Standard,14.02.2021.,Agencija
2280,Beograd Opština Vračar Kalenić pijaca Mlatišumina ,27,0.5,I,3,69900,2589,Standard,14.02.2021.,Agencija
2281,Beograd Opština Vračar Kalenić pijaca Novopazarska ,37,2.0,I,4,98500,2662,Standard,14.02.2021.,Agencija
2282,Beograd Opština Zemun Meandri Zagorska ,77,2.5,PR,4,115900,1505,Standard,14.02.2021.,Agencija
2283,Beograd Opština Palilula Profesorska kolonija Ljubomira Stojanovića ,35,1.0,V,5,67000,1914,Standard,14.02.2021.,Agencija
2284,Beograd Opština Savski venac Senjak Drinička ,240,5.0,,,750000,3125,Standard,14.02.2021.,Agencija
2285,Beograd Opština Voždovac Voždovačka crkva Jove Ilića ,201,5,III,4,422100,2100,Standard,14.02.2021.,Agencija
2286,Beograd Opština Novi Beograd Blok 62 Dušana Vukasovića ,117,4.0,III,4,159000,1359,Standard,14.02.2021.,Agencija
2287,Beograd Opština Vračar Maksima Gorkog Bulevar kralja Aleksandra ,35,1.0,VPR,4,65000,1857,Standard,14.02.2021.,Agencija
2288,Beograd Opština Vračar SC Vračar Bulevar kralja Aleksandra ,35,1.0,VPR,4,65000,1857,Standard,14.02.2021.,Agencija
2289,Beograd Opština Vračar Hram svetog Save ,78,3.0,,,190000,2436,Standard,14.02.2021.,Agencija
2290,Beograd Opština Novi Beograd Blok 63 Gandijeva ,66,3.0,VPR,4,90000,1364,Standard,14.02.2021.,Agencija
2291,Beograd Opština Palilula Karaburma Pabla Nerude ,56,2.5,IV,4,79000,1411,Standard,14.02.2021.,Agencija
2292,Beograd Opština Obrenovac Rvati ,66,3.0,,,62700,950,Standard,14.02.2021.,Agencija
2293,Beograd Opština Zvezdara Đeram pijaca Marka Oreškovića ,48,2.0,I,3,96000,2000,Standard,14.02.2021.,Agencija
2294,Beograd Opština Zemun Save Kovačevića Mića Radakovića ,58,2.0,X,12,79500,1371,Standard,14.02.2021.,Agencija
2295,Beograd Opština Vračar Kalenić pijaca Mlatišumina ,27,0.5,I,3,69900,2589,Standard,14.02.2021.,Agencija
2296,Beograd Opština Čukarica Bele vode Buda Tomovića ,44,2.5,PSUT,2,47000,1068,Standard,14.02.2021.,Agencija
2297,Beograd Opština Savski venac Sarajevska Sarajevska ,40,1.0,III,3,79000,1975,Standard,14.02.2021.,Agencija
2298,Beograd Opština Novi Beograd Fontana Pariske komune ,36,1.5,V,8,86900,2414,Standard,14.02.2021.,Agencija
2299,Beograd Opština Vračar Kalenić pijaca Novopazarska ,65,2.0,II,5,182000,2800,Standard,14.02.2021.,Agencija
2300,Beograd Opština Savski venac Klinički centar Kneza Miloša ,87,3.5,V,6,195000,2241,Standard,14.02.2021.,Agencija
2301,Beograd Opština Zemun Meandri Šilerova ,83,4.0,I,4,136950,1650,Standard,14.02.2021.,Agencija
2302,Beograd Opština Stari grad Skupština Kosovska ,153,4.0,SUT,5,230000,1503,Standard,14.02.2021.,Agencija
2303,Beograd Opština Novi Beograd Ledine Oplenačka ,58,2.5,PR,3,75600,1303,Standard,14.02.2021.,Agencija
2304,Beograd Opština Zemun Meandri Šilerova ,51,2.5,I,4,84150,1650,Standard,14.02.2021.,Agencija
2305,Beograd Opština Voždovac Lekino brdo ,78,3.5,II,5,156220,2003,Standard,14.02.2021.,Agencija
2306,Beograd Opština Zvezdara Vukov Spomenik ZAHUMSKA ,4662,1.5,VIII,10,91000,1952,Standard,14.02.2021.,Agencija
2307,Beograd Opština Zvezdara Lion Miloša Zečevića ,83,4.0,VPR,5,225000,2711,Standard,14.02.2021.,Agencija
2308,Beograd Opština Novi Beograd Blok 19a Bulevar Arsenija Čarnojevića ,96,4.0,VPR,7,139200,1450,Standard,14.02.2021.,Agencija
2309,Beograd Opština Zemun Meandri Sremskih boraca ,88,4.0,PR,5,115000,1307,Standard,14.02.2021.,Agencija
2310,Beograd Opština Zvezdara Mirijevo Vladislava Bajčevića ,56,2.0,III,6,68000,1214,Standard,14.02.2021.,Agencija
2311,Beograd Opština Vračar Crveni krst  ,100,4.0,IV,4,181000,1810,Standard,14.02.2021.,Agencija
2312,Beograd Opština Zvezdara Cvetkova pijaca Živka Davidovića ,51,2.0,I,5,79000,1549,Standard,14.02.2021.,Agencija
2313,Beograd Opština Zvezdara Lion Golubačka ,131,3.0,PR,5,220000,1679,Standard,14.02.2021.,Agencija
2314,Beograd Opština Zvezdara Mirijevo Aleksandra Belića  ,44,2.0,I,5,56000,1273,Standard,14.02.2021.,Vlasnik
2315,Beograd Opština Lazarevac Lazarevac (mesto) Svetog Dimitrija ,77,3.0,III,4,92700,1204,Standard,14.02.2021.,Vlasnik
2316,Beograd Opština Čukarica Žarkovo Mladenovačka ,75,4.0,IV,4,83000,1107,Standard,14.02.2021.,Agencija
2317,Beograd Opština Stari grad Kosančićev venac MARŠALA BIRJUZOVA ,52,2.5,II,4,156500,3010,Standard,14.02.2021.,Agencija
2318,Beograd Opština Novi Beograd Opština Antifasisticke borbe ,92,3.0,VII,7,195000,2120,Standard,14.02.2021.,Agencija
2319,Beograd Opština Voždovac Lekino brdo Dragacevska ,90,2.0,PR,3,128370,1426,Standard,14.02.2021.,Agencija
2320,Beograd Opština Vračar Crveni krst Metohijska ,63,2.0,VIII,8,96000,1524,Standard,14.02.2021.,Agencija
2321,Beograd Opština Vračar Crveni krst Metohijska ,109,4.0,I,5,199000,1826,Standard,14.02.2021.,Agencija
2322,Beograd Opština Novi Beograd Blok 61 Jurija Gagarina ,96,3.5,XVII,19,139900,1457,Standard,14.02.2021.,Agencija
2323,Beograd Opština Novi Beograd Fontana Bulevar Zorana Đinđića ,44,2.5,PR,8,84900,1930,Standard,08.02.2021.,Agencija
2324,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Bulevar Zorana Đinđića ,38,1.0,PR,8,79900,2103,Standard,04.02.2021.,Agencija
2325,Beograd Opština Zvezdara Kluz Dragoljuba Ristića ,114,5,II,2,150000,1316,Standard,14.02.2021.,Agencija
2326,Beograd Opština Novi Beograd Blok 62 Dušana Vukasovića ,117,4.0,III,4,160000,1368,Standard,14.02.2021.,Agencija
2327,Beograd Opština Zvezdara Lion Milana Rakića ,155,5,I,3,232000,1497,Standard,14.02.2021.,Agencija
2328,Beograd Opština Zvezdara Mirijevo ,41,1.0,III,11,53000,1293,Standard,14.02.2021.,Vlasnik
2329,Beograd Opština Zvezdara Vukov Spomenik SREDACKA ,113,3.0,I,5,295000,2611,Standard,14.02.2021.,Agencija
2330,Beograd Opština Voždovac Medaković 3 Braće Srnić ,65,4.0,VI,6,89000,1369,Standard,14.02.2021.,Agencija
2331,Beograd Opština Stari grad Terazije Prizrenska ,88,3.5,IV,4,125000,1420,Standard,14.02.2021.,Agencija
2332,Beograd Opština Zemun Novi grad Drinska ,130,3.5,I,2,135000,1038,Standard,14.02.2021.,Agencija
2333,Beograd Opština Zvezdara Denkova bašta Mine Vukomanović ,115,5,III,4,145000,1261,Standard,14.02.2021.,Agencija
2334,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Narodnih heroja ,73,2.5,VI,6,139900,1916,Standard,20.01.2021.,Agencija
